ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-02-11;BA;EUNAPOLIS;3
2021-02-11;GO;APARECIDA DE GOIANIA;24
2021-02-11;GO;GOIANIA;17
2021-02-11;MG;CONTAGEM;2
2021-02-11;MS;DOURADOS;3
2021-02-11;PR;PINHAIS;4
2021-02-11;RJ;ARMACAO DOS BUZIOS;1
2021-02-11;RS;SANTO ANGELO;1
2021-02-11;RS;VIAMAO;4
2021-02-11;SC;BLUMENAU;8
2021-02-11;SE;ARACAJU;1
2021-02-12;BA;JUAZEIRO;1
2021-02-12;PA;BELEM;8
2021-02-12;PR;CASCAVEL;2
2021-02-12;RJ;ITAGUAI;1
2021-02-12;RJ;MESQUITA;1
2021-02-12;RJ;SAO JOAO DE MERITI;10
2021-02-12;RJ;VOLTA REDONDA;4
2021-02-12;RS;CANOAS;5
2021-02-12;RS;PELOTAS;1
2021-02-12;SC;RIO DO SUL;2
2021-02-13;GO;MORRINHOS;1
2021-02-13;MG;CATAGUASES;1
2021-02-13;MG;POUSO ALEGRE;2
2021-02-13;MT;RONDONOPOLIS;18
2021-02-13;PR;CURITIBA;25
2021-02-13;PR;PONTA GROSSA;4
2021-02-13;RO;PORTO VELHO;28
2021-02-13;SC;LAGES;2
2021-02-15;AM;MANAUS;8
2021-02-15;CE;JUAZEIRO DO NORTE;2
2021-02-15;ES;VITORIA;3
2021-02-15;GO;ANAPOLIS;2
2021-02-15;MG;LEOPOLDINA;1
2021-02-15;MG;MONTES CLAROS;5
2021-02-15;PB;JOAO PESSOA;3
2021-02-15;RJ;ANGRA DOS REIS;3
2021-02-15;RJ;RIO DE JANEIRO;13
2021-02-15;RR;BOA VISTA;7
2021-02-15;RS;ALVORADA;7
2021-02-15;RS;PORTO ALEGRE;4
2021-02-15;SC;CRICIUMA;1
2021-02-15;SC;TUBARAO;1
2021-02-16;CE;FORTALEZA;23
2021-02-16;DF;BRASILIA;33
2021-02-16;ES;CARIACICA;1
2021-02-16;MT;SINOP;7
2021-02-16;PA;ANANINDEUA;2
2021-02-16;PA;MARABA;4
2021-02-16;PE;OLINDA;3
2021-02-16;RJ;DUQUE DE CAXIAS;9
2021-02-16;RJ;SAO GONCALO;4
2021-02-16;RS;NOVO HAMBURGO;6
2021-02-16;RS;PASSO FUNDO;2
2021-02-16;SC;CHAPECO;3
2021-02-17;CE;FORTALEZA;15
2021-02-17;ES;CARIACICA;1
2021-02-17;MT;SINOP;4
2021-02-17;PA;MARABA;9
2021-02-17;PE;OLINDA;9
2021-02-17;PR;CASCAVEL;6
2021-02-17;RJ;DUQUE DE CAXIAS;8
2021-02-17;RJ;SAO GONCALO;2
2021-02-17;RS;NOVO HAMBURGO;1
2021-02-17;RS;SANTA CRUZ DO SUL;1
2021-02-04;BA;JACOBINA;2
2021-02-04;BA;JEQUIE;2
2021-02-04;MG;LEOPOLDINA;1
2021-02-04;PI;TERESINA;2
2021-02-04;RJ;CABO FRIO;3
2021-02-04;RJ;RIO DE JANEIRO;24
2021-02-04;RO;VILHENA;3
2021-02-04;RR;BOA VISTA;10
2021-02-05;MG;POCOS DE CALDAS;2
2021-02-05;PA;BELEM;8
2021-02-05;PE;CARUARU;5
2021-02-05;PR;MARINGA;1
2021-02-05;RJ;SAO JOAO DE MERITI;3
2021-02-05;RJ;VOLTA REDONDA;3
2021-02-05;RS;CAXIAS DO SUL;2
2021-02-06;BA;JUAZEIRO;2
2021-02-06;ES;SERRA;3
2021-02-06;MG;BELO HORIZONTE;11
2021-02-06;PE;CARUARU;1
2021-02-06;PR;CASCAVEL;3
2021-02-06;PR;COLOMBO;10
2021-02-06;PR;MARINGA;2
2021-02-06;RJ;ITAGUAI;2
2021-02-06;RJ;MESQUITA;1
2021-02-06;RJ;NILOPOLIS;3
2021-02-08;BA;TEIXEIRA DE FREITAS;1
2021-02-08;MG;BELO HORIZONTE;7
2021-02-08;MG;PATROCINIO;1
2021-02-08;MG;SETE LAGOAS;11
2021-02-08;PE;OLINDA;4
2021-02-08;PR;CASCAVEL;2
2021-02-08;PR;COLOMBO;24
2021-02-08;PR;MARINGA;1
2021-02-08;RS;SANTA MARIA;5
2021-02-09;MA;SAO LUIS;18
2021-02-09;MG;ARAGUARI;4
2021-02-09;MG;VESPASIANO;1
2021-02-09;MS;CAMPO GRANDE;5
2021-02-09;MS;DOURADOS;8
2021-02-09;PI;PARNAIBA;2
2021-02-09;PI;TERESINA;3
2021-02-09;RJ;BELFORD ROXO;2
2021-02-09;RN;NATAL;1
2021-02-09;RO;VILHENA;3
2021-02-09;RS;SAO LEOPOLDO;3
2021-02-09;TO;PALMAS;5
2021-02-10;BA;JEQUIE;1
2021-02-10;BA;LAURO DE FREITAS;1
2021-02-10;ES;VITORIA;3
2021-02-10;PB;JOAO PESSOA;2
2021-02-10;PI;TERESINA;3
2021-02-10;RJ;BELFORD ROXO;2
2021-02-10;RJ;RIO DE JANEIRO;31
2021-02-10;RO;VILHENA;4
2021-02-10;RR;BOA VISTA;23
2021-02-11;BA;JUAZEIRO;1
2021-02-11;MG;DIVINOPOLIS;7
2021-02-11;MG;UBA;1
2021-02-11;PA;BELEM;9
2021-02-11;PE;CARUARU;3
2021-02-11;PE;RECIFE;2
2021-02-11;PR;FOZ DO IGUACU;3
2021-02-11;RJ;PETROPOLIS;3
2021-02-11;RJ;SAO JOAO DE MERITI;6
2021-02-11;RJ;VOLTA REDONDA;2
2021-02-11;RS;CAXIAS DO SUL;2
2021-02-12;BA;EUNAPOLIS;2
2021-02-12;PI;TERESINA;2
2021-02-12;RJ;BARRA MANSA;1
2021-02-12;RJ;BELFORD ROXO;4
2021-02-12;RJ;CABO FRIO;4
2021-02-12;RJ;RIO DE JANEIRO;24
2021-02-12;SC;FLORIANOPOLIS;2
2021-02-13;AP;MACAPA;7
2021-02-13;DF;BRASILIA;22
2021-02-13;ES;NOVA VENECIA;2
2021-02-13;GO;GOIANIA;18
2021-02-13;MG;GOVERNADOR VALADARES;1
2021-02-13;MG;SETE LAGOAS;11
2021-02-13;RJ;DUQUE DE CAXIAS;16
2021-02-13;RS;PASSO FUNDO;4
2021-02-13;SC;BRUSQUE;3
2021-02-13;SC;CHAPECO;1
2021-02-15;AP;MACAPA;1
2021-02-15;BA;TEIXEIRA DE FREITAS;3
2021-02-15;MG;GOVERNADOR VALADARES;2
2021-02-15;MG;SETE LAGOAS;1
2021-02-15;RJ;DUQUE DE CAXIAS;16
2021-02-15;RJ;NITEROI;1
2021-02-15;SC;ITAJAI;1
2021-02-16;BA;BARREIRAS;3
2021-02-16;BA;JEQUIE;1
2021-02-16;ES;VITORIA;2
2021-02-16;GO;ANAPOLIS;1
2021-02-16;GO;MORRINHOS;1
2021-02-16;MG;VARGINHA;2
2021-02-16;MT;RONDONOPOLIS;13
2021-02-16;PR;CURITIBA;17
2021-02-16;RJ;ANGRA DOS REIS;6
2021-02-16;RJ;RIO DE JANEIRO;23
2021-02-16;RR;BOA VISTA;17
2021-02-16;RS;PORTO ALEGRE;1
2021-02-17;AM;MANAUS;13
2021-02-17;CE;JUAZEIRO DO NORTE;1
2021-02-17;MG;JUIZ DE FORA;3
2021-02-17;MG;MONTES CLAROS;5
2021-02-17;RJ;CAMPOS DOS GOYTACAZES;1
2021-02-17;RJ;RIO DE JANEIRO;21
2021-02-17;RR;BOA VISTA;14
2021-02-17;RS;ALVORADA;2
2021-02-17;SC;CRICIUMA;1
2021-02-17;SC;JOINVILLE;2
2021-02-18;AP;MACAPA;8
2021-02-18;ES;CARIACICA;1
2021-02-18;MA;SANTA INES;2
2021-02-18;MG;CONTAGEM;2
2021-02-18;MT;CUIABA;1
2021-02-18;MT;SINOP;3
2021-02-18;PE;PAULISTA;1
2021-02-18;RJ;NITEROI;2
2021-02-18;RJ;SAO GONCALO;1
2021-02-18;RS;NOVO HAMBURGO;6
2021-02-18;RS;SANTA CRUZ DO SUL;1
2021-02-18;RS;VIAMAO;1
2021-02-19;ES;VITORIA;2
2021-02-19;GO;APARECIDA DE GOIANIA;22
2021-02-19;MG;JUIZ DE FORA;2
2021-02-19;PR;ALMIRANTE TAMANDARE;2
2021-02-19;PR;PINHAIS;4
2021-02-19;PR;SAO JOSE DOS PINHAIS;6
2021-02-19;RJ;RIO DE JANEIRO;28
2021-02-19;RO;JI-PARANA;1
2021-02-19;RR;BOA VISTA;13
2021-02-19;SC;CRICIUMA;2
2021-02-19;SC;FLORIANOPOLIS;1
2021-02-19;SE;ARACAJU;3
2021-02-20;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-02-20;ES;SERRA;3
2021-02-20;MT;RONDONOPOLIS;6
2021-02-20;PR;PONTA GROSSA;4
2021-02-20;RJ;ANGRA DOS REIS;5
2021-02-20;RJ;ITAGUAI;1
2021-02-20;RJ;NILOPOLIS;1
2021-02-20;RJ;NOVA IGUACU;5
2021-02-20;RO;PORTO VELHO;14
2021-02-20;RS;CANOAS;1
2021-02-20;RS;PELOTAS;2
2021-02-20;SC;LAGES;1
2021-02-20;SC;RIO DO SUL;1
2021-02-22;BA;JACOBINA;1
2021-02-22;BA;JEQUIE;2
2021-02-22;GO;MORRINHOS;1
2021-02-01;ES;CARIACICA;1
2021-02-01;MA;SANTA INES;1
2021-02-01;MG;CONTAGEM;2
2021-02-01;MT;SINOP;2
2021-02-01;PA;ANANINDEUA;3
2021-02-01;PA;MARABA;6
2021-02-01;PE;OLINDA;3
2021-02-01;RJ;SAO GONCALO;3
2021-02-01;RS;NOVO HAMBURGO;3
2021-02-01;RS;SANTA CRUZ DO SUL;1
2021-02-01;RS;SANTA MARIA;1
2021-02-01;RS;VIAMAO;7
2021-02-01;SC;BLUMENAU;7
2021-02-02;BA;SALVADOR;7
2021-02-02;DF;BRASILIA;27
2021-02-02;GO;APARECIDA DE GOIANIA;13
2021-02-02;MA;SAO LUIS;9
2021-02-02;MG;JUIZ DE FORA;6
2021-02-02;MG;VESPASIANO;2
2021-02-02;MS;CAMPO GRANDE;1
2021-02-02;MS;DOURADOS;2
2021-02-02;PA;ANANINDEUA;2
2021-02-02;PR;ALMIRANTE TAMANDARE;1
2021-02-02;PR;PINHAIS;2
2021-02-02;PR;SAO JOSE DOS PINHAIS;18
2021-02-02;RJ;ARMACAO DOS BUZIOS;2
2021-02-02;RN;NATAL;1
2021-02-02;RO;JI-PARANA;8
2021-02-02;SC;BLUMENAU;4
2021-02-02;SE;ARACAJU;1
2021-02-02;TO;PALMAS;7
2021-02-03;ES;SERRA;2
2021-02-03;MG;BETIM;3
2021-02-03;MG;VARGINHA;1
2021-02-03;MT;RONDONOPOLIS;12
2021-02-03;RJ;ANGRA DOS REIS;5
2021-02-03;RJ;ITAGUAI;4
2021-02-03;RJ;NILOPOLIS;1
2021-02-03;RJ;NOVA IGUACU;5
2021-02-03;RJ;QUEIMADOS;2
2021-02-03;RO;PORTO VELHO;16
2021-02-03;RS;CANOAS;10
2021-02-03;RS;PELOTAS;1
2021-02-03;RS;PORTO ALEGRE;3
2021-02-04;GO;APARECIDA DE GOIANIA;18
2021-02-04;MA;SAO LUIS;13
2021-02-04;MG;ARAGUARI;5
2021-02-04;MG;JUIZ DE FORA;5
2021-02-04;MG;VESPASIANO;2
2021-02-04;MS;CAMPO GRANDE;2
2021-02-04;MS;DOURADOS;2
2021-02-04;PI;PARNAIBA;1
2021-02-04;PR;ALMIRANTE TAMANDARE;1
2021-02-04;PR;PINHAIS;4
2021-02-04;PR;SAO JOSE DOS PINHAIS;17
2021-02-04;RN;NATAL;2
2021-02-04;RO;JI-PARANA;4
2021-02-04;RS;ALVORADA;8
2021-02-04;RS;SAO LEOPOLDO;2
2021-02-04;SE;ARACAJU;1
2021-02-04;TO;PALMAS;3
2021-02-05;AC;RIO BRANCO;1
2021-02-05;BA;FEIRA DE SANTANA;1
2021-02-05;ES;SERRA;4
2021-02-05;MG;BELO HORIZONTE;7
2021-02-05;MG;BETIM;3
2021-02-05;PR;CASCAVEL;4
2021-02-05;PR;COLOMBO;1
2021-02-05;RJ;ITAGUAI;1
2021-02-05;RJ;NILOPOLIS;5
2021-02-05;RS;CANOAS;5
2021-02-05;RS;PELOTAS;1
2021-02-05;SC;RIO DO SUL;1
2021-02-06;AC;RIO BRANCO;8
2021-02-06;MG;BETIM;6
2021-02-06;MG;POCOS DE CALDAS;1
2021-02-06;PA;BELEM;7
2021-02-06;RJ;SAO JOAO DE MERITI;8
2021-02-06;RJ;TERESOPOLIS;1
2021-02-06;RJ;VOLTA REDONDA;4
2021-02-06;RS;CANOAS;4
2021-02-06;RS;CAXIAS DO SUL;1
2021-02-06;SC;RIO DO SUL;1
2021-02-08;AC;RIO BRANCO;5
2021-02-08;MA;SANTA INES;1
2021-02-08;MG;BETIM;5
2021-02-08;MG;POCOS DE CALDAS;1
2021-02-08;MT;SINOP;7
2021-02-08;PA;BELEM;8
2021-02-08;RJ;NITEROI;6
2021-02-08;RJ;SAO GONCALO;6
2021-02-08;RJ;TERESOPOLIS;1
2021-02-08;RS;CAXIAS DO SUL;9
2021-02-08;RS;NOVO HAMBURGO;7
2021-02-08;RS;SANTA CRUZ DO SUL;1
2021-02-09;AL;MACEIO;2
2021-02-09;GO;APARECIDA DE GOIANIA;32
2021-02-09;MG;JUIZ DE FORA;9
2021-02-09;PR;ALMIRANTE TAMANDARE;3
2021-02-09;PR;PINHAIS;3
2021-02-09;PR;SAO JOSE DOS PINHAIS;21
2021-02-09;RJ;CABO FRIO;6
2021-02-09;RJ;RIO DE JANEIRO;34
2021-02-09;RO;JI-PARANA;3
2021-02-09;RR;BOA VISTA;16
2021-02-09;RS;ALVORADA;10
2021-02-09;SC;CRICIUMA;4
2021-02-09;SC;FLORIANOPOLIS;1
2021-02-09;SE;ARACAJU;1
2021-02-10;AM;MANAUS;14
2021-02-10;GO;APARECIDA DE GOIANIA;29
2021-02-10;MG;ARAGUARI;2
2021-02-10;MG;CATAGUASES;1
2021-02-10;MG;JUIZ DE FORA;2
2021-02-10;MS;CAMPO GRANDE;5
2021-02-10;MS;DOURADOS;9
2021-02-10;PI;PARNAIBA;1
2021-02-10;PR;PINHAIS;10
2021-02-10;RS;ALVORADA;10
2021-02-10;RS;SAO LEOPOLDO;2
2021-02-10;SC;JOINVILLE;1
2021-02-10;SE;ARACAJU;2
2021-02-11;AC;RIO BRANCO;13
2021-02-11;ES;SERRA;7
2021-02-11;MG;BETIM;2
2021-02-11;RJ;ITAGUAI;2
2021-02-11;RJ;NILOPOLIS;5
2021-02-11;RJ;NOVA IGUACU;2
2021-02-11;RS;CANOAS;13
2021-02-11;RS;PELOTAS;1
2021-02-11;SC;RIO DO SUL;2
2021-02-12;BA;SALVADOR;6
2021-02-12;GO;APARECIDA DE GOIANIA;15
2021-02-12;MA;SAO LUIS;16
2021-02-12;MG;JUIZ DE FORA;1
2021-02-12;MS;CAMPO GRANDE;10
2021-02-12;MS;DOURADOS;7
2021-02-12;PR;ALMIRANTE TAMANDARE;2
2021-02-12;PR;PINHAIS;4
2021-02-12;PR;SAO JOSE DOS PINHAIS;7
2021-02-12;RJ;ARMACAO DOS BUZIOS;1
2021-02-12;RN;NATAL;1
2021-02-12;SE;ARACAJU;1
2021-02-12;TO;PALMAS;5
2021-02-13;BA;SALVADOR;6
2021-02-13;CE;FORTALEZA;17
2021-02-13;MG;CONTAGEM;2
2021-02-13;MT;CUIABA;2
2021-02-13;PA;ANANINDEUA;2
2021-02-13;PA;MARABA;2
2021-02-13;RJ;ARMACAO DOS BUZIOS;2
2021-02-13;RJ;SAO GONCALO;2
2021-02-22;MG;ARAGUARI;2
2021-02-22;MG;VARGINHA;1
2021-02-22;MT;RONDONOPOLIS;13
2021-02-22;PR;PONTA GROSSA;6
2021-02-22;RJ;ANGRA DOS REIS;5
2021-02-22;RO;PORTO VELHO;18
2021-02-22;RS;PORTO ALEGRE;1
2021-02-22;RS;SAO LEOPOLDO;4
2021-02-23;AM;MANAUS;12
2021-02-23;MG;JUIZ DE FORA;3
2021-02-23;MS;CAMPO GRANDE;3
2021-02-23;PI;PARNAIBA;1
2021-02-23;PR;PINHAIS;3
2021-02-23;PR;PONTA GROSSA;4
2021-02-23;RJ;CAMPOS DOS GOYTACAZES;1
2021-02-23;RO;PORTO VELHO;16
2021-02-23;RS;ALVORADA;5
2021-02-23;RS;SAO LEOPOLDO;3
2021-02-23;SC;JOINVILLE;2
2021-02-24;AC;RIO BRANCO;5
2021-02-24;ES;CARIACICA;1
2021-02-24;MG;BELO HORIZONTE;10
2021-02-24;MG;BETIM;1
2021-02-24;MT;SINOP;1
2021-02-24;PE;OLINDA;4
2021-02-24;PR;CASCAVEL;6
2021-02-24;PR;COLOMBO;12
2021-02-24;RJ;SAO GONCALO;2
2021-02-24;RS;NOVO HAMBURGO;3
2021-02-24;RS;SANTA MARIA;2
2021-02-25;GO;APARECIDA DE GOIANIA;19
2021-02-25;MA;SAO LUIS;10
2021-02-25;MG;ARAGUARI;4
2021-02-25;MG;JUIZ DE FORA;3
2021-02-25;MG;VESPASIANO;1
2021-02-25;MS;CAMPO GRANDE;2
2021-02-25;MS;DOURADOS;3
2021-02-25;PI;PARNAIBA;5
2021-02-25;PR;ALMIRANTE TAMANDARE;1
2021-02-25;PR;PINHAIS;3
2021-02-25;PR;SAO JOSE DOS PINHAIS;9
2021-02-25;RJ;ARMACAO DOS BUZIOS;1
2021-02-25;RO;JI-PARANA;4
2021-02-25;RS;SAO LEOPOLDO;2
2021-02-25;RS;SAO LOURENCO DO SUL;1
2021-02-25;SE;ARACAJU;1
2021-02-25;TO;PALMAS;6
2021-02-26;AC;RIO BRANCO;10
2021-02-26;BA;FEIRA DE SANTANA;1
2021-02-26;ES;SERRA;3
2021-02-26;MG;BELO HORIZONTE;8
2021-02-26;MG;BETIM;4
2021-02-26;MG;VARGINHA;1
2021-02-26;PR;CASCAVEL;5
2021-02-26;PR;COLOMBO;8
2021-02-26;RJ;ITAGUAI;1
2021-02-26;RJ;NILOPOLIS;5
2021-02-26;RJ;NOVA IGUACU;1
2021-02-26;RJ;QUEIMADOS;4
2021-02-26;RS;CANOAS;2
2021-02-26;RS;PELOTAS;4
2021-02-26;SC;RIO DO SUL;1
2021-02-27;BA;JACOBINA;1
2021-02-27;ES;VITORIA;1
2021-02-27;PI;TERESINA;3
2021-02-27;RJ;ANGRA DOS REIS;3
2021-02-27;RJ;BELFORD ROXO;2
2021-02-27;RJ;RIO DE JANEIRO;16
2021-02-27;RO;VILHENA;6
2021-02-27;RR;BOA VISTA;10
2021-02-27;SC;CRICIUMA;1
2021-02-27;SC;LAGES;2
2021-02-28;ES;NOVA VENECIA;1
2021-03-01;BA;VITORIA DA CONQUISTA;1
2021-03-01;CE;FORTALEZA;13
2021-03-01;ES;NOVA VENECIA;1
2021-03-01;PE;OLINDA;2
2021-03-01;PR;CASCAVEL;5
2021-03-01;RS;SANTA MARIA;4
2021-03-02;BA;JEQUIE;2
2021-03-02;BA;LAURO DE FREITAS;1
2021-03-02;MG;ARAGUARI;2
2021-03-02;MG;POCOS DE CALDAS;2
2021-03-02;MT;RONDONOPOLIS;16
2021-03-02;PA;BELEM;9
2021-03-02;PE;CARUARU;1
2021-03-02;PE;RECIFE;4
2021-03-02;PR;FOZ DO IGUACU;1
2021-03-02;PR;MARINGA;3
2021-03-02;RJ;ANGRA DOS REIS;3
2021-03-02;RJ;SAO JOAO DE MERITI;7
2021-03-02;RS;CAXIAS DO SUL;11
2021-03-02;RS;PORTO ALEGRE;3
2021-03-02;RS;SAO LEOPOLDO;3
2021-03-03;BA;ITABUNA;2
2021-03-03;BA;SALVADOR;10
2021-03-03;CE;FORTALEZA;12
2021-03-03;ES;VITORIA;4
2021-03-03;PI;TERESINA;5
2021-03-03;RJ;BELFORD ROXO;3
2021-03-03;RO;VILHENA;1
2021-03-03;RR;BOA VISTA;14
2021-03-03;SC;BLUMENAU;2
2021-03-04;AP;MACAPA;4
2021-03-04;CE;JUAZEIRO DO NORTE;1
2021-03-04;GO;APARECIDA DE GOIANIA;19
2021-03-04;GO;GOIANIA;13
2021-03-04;MA;SAO LUIS;23
2021-03-04;MG;JUIZ DE FORA;4
2021-03-04;MG;VESPASIANO;2
2021-03-04;PR;PINHAIS;3
2021-03-04;RR;BOA VISTA;13
2021-03-04;RS;PASSO FUNDO;3
2021-03-04;SC;JOINVILLE;3
2021-03-04;TO;PALMAS;3
2021-03-05;BA;BARREIRAS;3
2021-03-05;BA;JUAZEIRO;1
2021-03-05;ES;SERRA;2
2021-03-05;MT;RONDONOPOLIS;6
2021-03-05;MT;SINOP;3
2021-03-05;RJ;NILOPOLIS;3
2021-03-05;RS;PELOTAS;2
2021-03-06;CE;JUAZEIRO DO NORTE;1
2021-03-06;ES;VITORIA;2
2021-03-06;MA;SAO LUIS;4
2021-03-06;MG;LEOPOLDINA;1
2021-03-06;MG;POUSO ALEGRE;1
2021-03-06;MG;UBA;2
2021-03-06;PE;RECIFE;2
2021-03-06;PI;PARNAIBA;2
2021-03-06;PR;CURITIBA;9
2021-03-06;RJ;PETROPOLIS;10
2021-03-06;RR;BOA VISTA;4
2021-03-06;SC;JOINVILLE;2
2021-03-06;TO;PALMAS;4
2021-03-07;RS;SANTA MARIA;1
2021-03-08;GO;APARECIDA DE GOIANIA;23
2021-03-08;PA;MARABA;9
2021-03-08;PR;SAO JOSE DOS PINHAIS;7
2021-03-08;RJ;NITEROI;6
2021-03-09;BA;BARREIRAS;7
2021-03-09;BA;JACOBINA;1
2021-03-09;MG;BETIM;3
2021-03-09;MG;LEOPOLDINA;2
2021-03-09;MG;POCOS DE CALDAS;1
2021-03-09;MG;UBA;3
2021-03-09;MT;RONDONOPOLIS;13
2021-03-09;PA;BELEM;9
2021-03-09;RJ;ANGRA DOS REIS;2
2021-03-09;RJ;NOVA IGUACU;2
2021-03-09;RJ;PETROPOLIS;7
2021-03-09;RJ;QUEIMADOS;1
2021-02-18;BA;BARREIRAS;2
2021-02-18;MG;ARAGUARI;1
2021-02-18;MT;RONDONOPOLIS;18
2021-02-18;PR;CURITIBA;14
2021-02-18;PR;PONTA GROSSA;10
2021-02-18;RO;PORTO VELHO;20
2021-02-18;RS;SAO LEOPOLDO;2
2021-02-18;SC;LAGES;1
2021-02-19;AC;RIO BRANCO;7
2021-02-19;ES;SERRA;4
2021-02-19;MA;SANTA INES;2
2021-02-19;MG;BELO HORIZONTE;8
2021-02-19;MG;BETIM;3
2021-02-19;MG;POCOS DE CALDAS;1
2021-02-19;PE;CARUARU;3
2021-02-19;PR;COLOMBO;5
2021-02-19;PR;MARINGA;5
2021-02-19;RJ;NILOPOLIS;4
2021-02-19;RJ;NITEROI;2
2021-02-19;RJ;QUEIMADOS;2
2021-02-19;RS;CAXIAS DO SUL;5
2021-02-19;RS;SANTA MARIA;2
2021-02-20;AP;MACAPA;2
2021-02-20;BA;EUNAPOLIS;1
2021-02-20;GO;GOIANIA;9
2021-02-20;GO;RIO VERDE;1
2021-02-20;MG;CONTAGEM;4
2021-02-20;MG;GOVERNADOR VALADARES;1
2021-02-20;MG;PATROCINIO;2
2021-02-20;MT;CUIABA;2
2021-02-20;RJ;ARMACAO DOS BUZIOS;2
2021-02-20;RS;VIAMAO;4
2021-02-20;SC;BLUMENAU;2
2021-02-20;SC;ITAJAI;2
2021-02-22;BA;ITABUNA;1
2021-02-22;CE;FORTALEZA;14
2021-02-22;DF;BRASILIA;17
2021-02-22;ES;CARIACICA;1
2021-02-22;ES;NOVA VENECIA;3
2021-02-22;PA;ANANINDEUA;2
2021-02-22;PA;MARABA;5
2021-02-22;PE;OLINDA;3
2021-02-22;RJ;DUQUE DE CAXIAS;9
2021-02-22;RJ;SAO GONCALO;4
2021-02-22;RS;NOVO HAMBURGO;7
2021-02-22;RS;PASSO FUNDO;2
2021-02-22;RS;SANTA CRUZ DO SUL;2
2021-02-23;CE;FORTALEZA;12
2021-02-23;ES;CARIACICA;1
2021-02-23;MT;SINOP;4
2021-02-23;PE;OLINDA;2
2021-02-23;PR;CASCAVEL;3
2021-02-23;RJ;DUQUE DE CAXIAS;10
2021-02-23;RJ;SAO GONCALO;2
2021-02-23;RS;NOVO HAMBURGO;4
2021-02-23;RS;SANTA CRUZ DO SUL;2
2021-02-24;BA;JEQUIE;2
2021-02-24;BA;LAURO DE FREITAS;2
2021-02-24;ES;VITORIA;1
2021-02-24;GO;APARECIDA DE GOIANIA;27
2021-02-24;MG;LEOPOLDINA;1
2021-02-24;MS;DOURADOS;6
2021-02-24;PI;PARNAIBA;4
2021-02-24;PR;PINHAIS;3
2021-02-24;RJ;RIO DE JANEIRO;16
2021-02-24;RN;NATAL;2
2021-02-24;RO;VILHENA;1
2021-02-24;RR;BOA VISTA;10
2021-02-24;RS;ALVORADA;6
2021-02-24;SC;JOINVILLE;1
2021-02-25;AC;RIO BRANCO;11
2021-02-25;ES;SERRA;1
2021-02-25;MG;BELO HORIZONTE;8
2021-02-25;MG;BETIM;3
2021-02-25;MG;POCOS DE CALDAS;3
2021-02-25;PE;CARUARU;1
2021-02-25;PR;COLOMBO;6
2021-02-25;PR;MARINGA;2
2021-02-25;RJ;NILOPOLIS;7
2021-02-25;RJ;NITEROI;1
2021-02-25;RJ;QUEIMADOS;2
2021-02-25;RS;CAXIAS DO SUL;3
2021-02-25;RS;SANTA MARIA;2
2021-02-26;BA;ITABUNA;1
2021-02-26;BA;SALVADOR;17
2021-02-26;DF;BRASILIA;14
2021-02-26;MA;SAO LUIS;11
2021-02-26;MG;JUIZ DE FORA;7
2021-02-26;MS;CAMPO GRANDE;2
2021-02-26;PI;TERESINA;4
2021-02-26;PR;ALMIRANTE TAMANDARE;2
2021-02-26;PR;SAO JOSE DOS PINHAIS;11
2021-02-26;RJ;BELFORD ROXO;2
2021-02-26;RJ;CABO FRIO;2
2021-02-26;RO;JI-PARANA;2
2021-02-26;RS;PASSO FUNDO;2
2021-02-26;TO;PALMAS;4
2021-02-27;AP;MACAPA;3
2021-02-27;GO;RIO VERDE;1
2021-02-27;MA;SANTA INES;2
2021-02-27;MG;BELO HORIZONTE;4
2021-02-27;MG;GOVERNADOR VALADARES;1
2021-02-27;MG;PATROCINIO;1
2021-02-27;MG;SETE LAGOAS;4
2021-02-27;PR;COLOMBO;7
2021-02-27;RJ;NITEROI;5
2021-02-27;SC;ITAJAI;1
2021-03-01;MG;ARAGUARI;3
2021-03-01;MG;UBA;2
2021-03-01;MG;VARGINHA;1
2021-03-01;PA;BELEM;7
2021-03-01;RJ;ITAGUAI;1
2021-03-01;RJ;MESQUITA;1
2021-03-01;RJ;NOVA IGUACU;1
2021-03-01;RJ;PETROPOLIS;6
2021-03-01;RJ;SAO JOAO DE MERITI;10
2021-03-01;RS;SAO LEOPOLDO;3
2021-03-02;AP;MACAPA;8
2021-03-02;BA;VITORIA DA CONQUISTA;2
2021-03-02;GO;GOIANIA;10
2021-03-02;MA;SANTA INES;1
2021-03-02;MG;CONTAGEM;1
2021-03-02;MG;JUIZ DE FORA;3
2021-03-02;MS;CAMPO GRANDE;6
2021-03-02;MT;CUIABA;3
2021-03-02;PI;TERESINA;9
2021-03-02;PR;SAO JOSE DOS PINHAIS;13
2021-03-02;RJ;BELFORD ROXO;3
2021-03-02;RJ;NITEROI;2
2021-03-02;RS;SANTA MARIA;7
2021-03-02;RS;VIAMAO;2
2021-03-02;SC;BLUMENAU;3
2021-03-03;AM;MANAUS;10
2021-03-03;GO;ANAPOLIS;1
2021-03-03;MG;BELO HORIZONTE;4
2021-03-03;MG;BETIM;5
2021-03-03;MG;DIVINOPOLIS;3
2021-03-03;MG;MONTES CLAROS;10
2021-03-03;MG;POCOS DE CALDAS;6
2021-03-03;PE;CARUARU;1
2021-03-03;PR;COLOMBO;10
2021-03-03;PR;MARINGA;10
